,location,size,total_sqft,bath,balcony,price,price_per_sqft,encoded_loc
11121,Kumaraswami Layout,2,1200.0,2,2,29.0,2416.6666666666665,153
11122,Electronic City Phase II,3,925.0,2,1,49.82,5385.945945945946,78
11123,Dasarahalli,2,1160.0,2,2,49.0,4224.137931034483,67
11124,Lingadheeranahalli,3,1768.0,3,3,81.31,4598.981900452489,158
11125,Kothanur,2,1094.0,2,2,54.0,4936.014625228519,150
11126,others,3,1500.0,3,3,90.0,6000.0,240
11127,Gubbalala,3,1745.0,3,2,130.0,7449.856733524355,87
11128,Sonnenahalli,3,1550.0,3,1,50.0,3225.8064516129034,213
11129,Rajiv Nagar,4,2340.0,5,1,160.0,6837.606837606838,195
11130,Whitefield,3,1655.0,3,2,113.0,6827.794561933535,234
11131,Battarahalli,3,2024.0,3,2,103.0,5088.932806324111,40
11132,Jalahalli,3,1575.0,4,3,100.0,6349.206349206349,115
11133,Iblur Village,3,1920.0,3,2,130.0,6770.833333333333,111
11134,Kambipura,3,1082.0,2,1,55.0,5083.179297597043,127
11135,BTM 2nd Stage,3,1265.0,2,3,55.0,4347.826086956522,24
11136,others,3,1100.0,2,2,45.0,4090.909090909091,240
11137,Margondanahalli,2,1160.0,2,1,65.0,5603.448275862069,166
11138,Vittasandra,2,1246.0,2,1,67.4,5409.309791332264,233
11139,Hosa Road,1,615.0,1,1,43.08,7004.878048780488,104
11140,7th Phase JP Nagar,2,1128.0,2,1,60.0,5319.148936170212,7
11141,others,2,1260.0,2,1,55.0,4365.079365079365,240
11142,Bellandur,3,1830.0,3,3,89.89,4912.021857923497,43
11143,Sarjapur,3,1525.0,2,2,68.0,4459.016393442623,202
11144,Yelahanka,1,602.0,2,1,30.0,4983.388704318937,236
11145,Hegde Nagar,3,1835.0,3,3,89.0,4850.136239782017,97
11146,Kanakpura Road,3,1250.0,3,3,62.6,5008.0,131
11147,others,4,1200.0,4,1,110.0,9166.666666666666,240
11148,Murugeshpalya,3,1855.0,3,3,96.0,5175.202156334231,170
11149,Kanakpura Road,3,1450.0,3,3,60.91,4200.689655172414,131
11150,Sarjapur  Road,3,2089.0,3,2,148.0,7084.729535662997,203
11151,Haralur Road,3,1464.0,3,2,56.0,3825.136612021858,93
11152,Banashankari Stage VI,4,4800.0,3,2,200.0,4166.666666666667,33
11153,Begur Road,2,1200.0,2,2,44.73,3727.5,42
11154,Sarjapur,2,1095.0,2,1,45.0,4109.58904109589,202
11155,Ambedkar Nagar,3,2900.0,3,2,297.0,10241.379310344828,14
11156,Kothanur,3,1170.0,3,2,80.0,6837.606837606838,150
11157,6th Phase JP Nagar,2,1280.0,2,1,88.0,6875.0,6
11158,Rajaji Nagar,2,1224.0,2,0,105.0,8578.43137254902,194
11159,Thanisandra,3,1694.0,3,1,125.0,7378.984651711924,218
11160,Electronic City,2,825.0,2,1,30.0,3636.3636363636365,77
11161,Sarjapur  Road,3,1612.0,3,1,98.38,6102.977667493797,203
11162,Chandapura,2,985.0,2,1,25.12,2550.253807106599,58
11163,Murugeshpalya,2,1175.0,2,2,75.0,6382.978723404255,170
11164,others,1,600.0,1,0,24.0,4000.0,240
11165,Whitefield,3,1740.0,3,3,85.0,4885.057471264367,234
11166,others,3,1770.0,3,2,99.0,5593.220338983051,240
11167,Horamavu Agara,2,1090.0,2,1,46.0,4220.183486238532,101
11168,Whitefield,5,4144.0,5,1,331.0,7987.451737451737,234
11169,others,3,1800.0,3,1,130.0,7222.222222222223,240
11170,Jigani,3,1221.0,3,3,65.0,5323.505323505324,117
11171,8th Phase JP Nagar,2,1046.0,2,1,48.0,4588.910133843212,8
11172,Uttarahalli,3,1290.0,2,3,56.12,4350.387596899225,225
11173,Electronic City Phase II,2,1065.0,2,1,30.76,2888.262910798122,78
11174,Ambedkar Nagar,3,1850.0,4,2,121.0,6540.540540540541,14
11175,Battarahalli,2,1097.0,2,1,49.0,4466.727438468551,40
11176,Kalena Agrahara,2,1200.0,3,2,70.0,5833.333333333333,125
11177,Varthur,3,2160.0,3,2,170.0,7870.37037037037,226
11178,Anekal,2,1140.0,2,2,52.0,4561.403508771929,18
11179,Thigalarapalya,2,1297.0,2,2,98.0,7555.898226676947,219
11180,Padmanabhanagar,2,1150.0,2,0,50.0,4347.826086956522,184
11181,others,2,1375.0,2,1,45.0,3272.7272727272725,240
11182,Babusapalaya,2,1245.0,2,2,58.0,4658.634538152611,26
11183,Nagarbhavi,4,1800.0,3,0,180.0,10000.0,174
11184,Brookefield,3,1594.0,3,2,140.0,8782.936010037642,54
11185,TC Palaya,3,1200.0,2,0,66.0,5500.0,216
11186,Chandapura,1,645.0,1,1,16.45,2550.3875968992247,58
11187,Kanakpura Road,2,700.0,2,2,36.0,5142.857142857143,131
11188,Raja Rajeshwari Nagar,2,1000.0,2,0,50.0,5000.0,193
11189,Begur Road,2,1160.0,2,2,42.0,3620.689655172414,42
11190,others,6,1200.0,6,0,85.0,7083.333333333333,240
11191,others,3,1570.0,2,2,95.0,6050.955414012738,240
11192,Sarjapur  Road,2,1290.0,2,2,88.0,6821.705426356589,203
11193,Kudlu Gate,2,1200.0,2,1,44.4,3700.0,152
11194,others,3,2250.0,3,0,180.0,8000.0,240
11195,others,2,1145.0,2,2,44.0,3842.7947598253277,240
11196,Chikkabanavar,3,1320.0,2,2,46.0,3484.848484848485,61
11197,Electronic City Phase II,2,1065.0,2,1,30.75,2887.323943661972,78
11198,Whitefield,3,1650.0,3,2,48.0,2909.090909090909,234
11199,Sarjapur  Road,2,1371.0,2,1,86.0,6272.793581327498,203
11200,others,5,2700.0,5,2,150.0,5555.555555555556,240
11201,Electronic City,3,1575.0,3,1,94.5,6000.0,77
11202,Yelahanka,2,1362.0,2,2,66.0,4845.814977973569,236
11203,others,5,3210.0,2,0,353.0,10996.884735202491,240
11204,Haralur Road,3,1255.0,3,1,90.0,7171.314741035857,93
11205,Whitefield,2,925.0,2,1,35.0,3783.7837837837837,234
11206,Electronics City Phase 1,2,1088.0,2,1,30.46,2799.6323529411766,79
11207,Yelahanka,2,1234.0,2,2,80.0,6482.982171799027,236
11208,Sarjapur  Road,3,2140.0,3,2,139.0,6495.327102803738,203
11209,Thubarahalli,3,1584.0,3,2,101.0,6376.262626262626,220
11210,Whitefield,2,1175.0,2,2,50.0,4255.31914893617,234
11211,Sarjapura - Attibele Road,3,1555.0,3,3,52.0,3344.051446945338,204
11212,Chandapura,1,645.0,1,1,16.45,2550.3875968992247,58
11213,Dodda Nekkundi,3,1585.0,2,2,79.0,4984.22712933754,70
11214,Kalena Agrahara,2,1354.0,2,2,71.0,5243.722304283604,125
11215,others,2,1165.0,2,2,45.0,3862.6609442060085,240
11216,Kumaraswami Layout,3,1200.0,3,1,75.0,6250.0,153
11217,Hebbal,3,1740.0,2,1,137.0,7873.563218390805,95
11218,Rachenahalli,2,985.0,2,1,50.17,5093.401015228426,192
11219,Chandapura,2,1200.0,2,1,36.0,3000.0,58
11220,others,3,1340.0,2,2,47.0,3507.4626865671644,240
11221,Begur Road,3,1583.0,3,1,95.23,6015.792798483892,42
11222,Bannerghatta Road,2,1122.5,2,0,61.74,5500.22271714922,37
11223,Thanisandra,3,1573.0,3,2,100.0,6357.279084551812,218
11224,CV Raman Nagar,2,1227.0,2,2,42.88,3494.702526487368,56
11225,others,2,1210.0,2,1,60.0,4958.677685950413,240
11226,Basavangudi,3,1650.0,3,3,125.0,7575.757575757576,38
11227,Raja Rajeshwari Nagar,3,1485.0,2,2,63.0,4242.424242424242,193
11228,Haralur Road,3,1735.0,3,2,97.0,5590.778097982709,93
11229,Hebbal Kempapura,3,1730.0,3,2,175.0,10115.606936416185,96
11230,others,3,1684.0,3,2,86.0,5106.88836104513,240
11231,others,3,1686.0,3,3,77.0,4567.022538552787,240
11232,others,3,1654.0,3,3,82.0,4957.678355501814,240
11233,Green Glen Layout,3,1600.0,3,3,105.0,6562.5,86
11234,KR Puram,2,1100.0,2,1,39.9,3627.2727272727275,119
11235,Bannerghatta Road,3,1655.0,3,3,95.0,5740.181268882176,37
11236,Hennur,3,1830.0,3,3,121.0,6612.021857923497,98
11237,Hebbal,3,1430.0,3,1,85.0,5944.055944055944,95
11238,Judicial Layout,3,1989.0,4,3,155.0,7792.860734037205,118
11239,Sarjapur  Road,2,1044.0,2,2,55.0,5268.199233716475,203
11240,Banashankari,3,1426.0,3,2,85.0,5960.729312762974,29
11241,Choodasandra,2,1115.0,2,2,50.0,4484.304932735426,63
11242,Yelahanka,2,1000.0,2,1,29.0,2900.0,236
11243,Kathriguppe,2,754.0,2,0,69.99,9282.493368700265,136
11244,Electronic City Phase II,2,1140.0,2,1,33.06,2900.0,78
11245,Kodichikkanahalli,2,900.0,2,1,35.0,3888.8888888888887,142
11246,others,2,1200.0,2,3,50.0,4166.666666666667,240
11247,Malleshwaram,1,580.0,1,1,45.0,7758.620689655172,164
11248,TC Palaya,3,1200.0,2,0,66.0,5500.0,216
11249,Munnekollal,2,1030.0,2,1,50.36,4889.320388349514,169
11250,Koramangala,3,1910.0,4,3,150.0,7853.4031413612565,148
11251,others,3,1950.0,3,3,132.0,6769.2307692307695,240
11252,Kundalahalli,3,1724.0,3,1,125.0,7250.580046403712,154
11253,others,3,1200.0,2,2,130.0,10833.333333333334,240
11254,Kothanur,2,1400.0,2,2,65.0,4642.857142857143,150
11255,Kaggadasapura,3,1400.0,2,2,68.0,4857.142857142857,122
11256,Hulimavu,2,1115.0,2,2,44.6,4000.0,108
11257,Bharathi Nagar,2,1300.0,2,2,55.86,4296.923076923077,45
11258,others,4,2400.0,4,1,150.0,6250.0,240
11259,Kanakpura Road,2,1332.0,2,1,108.0,8108.108108108108,131
11260,Abbigere,2,1000.0,2,1,41.0,4100.0,11
11261,Whitefield,3,1200.0,3,2,67.75,5645.833333333333,234
11262,Whitefield,4,2444.0,4,0,145.0,5932.896890343699,234
11263,Electronic City,2,1070.0,2,1,48.0,4485.981308411215,77
11264,Sarjapur  Road,3,1600.0,3,1,85.0,5312.5,203
11265,Marathahalli,2,1196.0,2,2,57.95,4845.3177257525085,165
11266,Electronic City,2,1025.0,2,1,54.0,5268.292682926829,77
11267,Choodasandra,3,1220.0,3,2,56.0,4590.163934426229,63
11268,Sarjapur  Road,3,2180.0,4,3,180.0,8256.880733944954,203
11269,others,3,1600.0,3,2,102.0,6375.0,240
11270,Whitefield,2,1270.0,2,1,110.0,8661.417322834646,234
11271,Jakkur,3,1932.47,3,2,183.0,9469.7459727706,114
11272,Jalahalli,3,2086.0,3,2,160.0,7670.182166826462,115
11273,Old Madras Road,2,1165.0,2,1,51.42,4413.733905579399,183
11274,Marathahalli,3,1310.0,3,1,63.25,4828.244274809161,165
11275,Electronics City Phase 1,3,1900.0,3,2,85.0,4473.684210526316,79
11276,Chandapura,2,740.0,1,1,22.0,2972.972972972973,58
11277,Yeshwanthpur,3,2503.0,3,3,138.0,5513.383939272872,239
11278,5th Phase JP Nagar,2,1075.0,2,2,60.0,5581.395348837209,5
11279,Bellandur,2,1260.0,2,2,83.5,6626.984126984127,43
11280,Yelahanka,3,1282.0,2,1,48.72,3800.312012480499,236
11281,Tumkur Road,4,1100.0,2,1,60.0,5454.545454545455,223
11282,Green Glen Layout,3,1717.0,3,3,125.0,7280.139778683751,86
11283,others,2,1088.0,2,2,46.0,4227.941176470588,240
11284,Raja Rajeshwari Nagar,3,1335.0,2,1,56.0,4194.756554307116,193
11285,Vidyaranyapura,2,1200.0,2,1,42.0,3500.0,229
11286,Garudachar Palya,3,1325.0,2,2,60.0,4528.301886792453,82
11287,JP Nagar,2,1157.0,2,1,73.0,6309.420916162489,113
11288,KR Puram,4,2283.0,2,0,121.0,5300.043802014893,119
11289,Sahakara Nagar,2,1200.0,2,1,54.0,4500.0,199
11290,Pai Layout,3,1510.0,2,2,65.0,4304.635761589404,185
11291,Bommanahalli,2,1050.0,2,2,54.0,5142.857142857143,50
11292,others,2,1200.0,2,2,45.0,3750.0,240
11293,Binny Pete,3,1516.0,3,1,147.0,9696.569920844327,48
11294,Channasandra,2,1050.0,2,1,44.41,4229.523809523809,59
11295,Hegde Nagar,2,1000.0,2,0,66.0,6600.0,97
11296,9th Phase JP Nagar,2,1050.0,2,2,35.0,3333.3333333333335,9
11297,BEML Layout,2,1194.0,2,1,65.0,5443.886097152429,23
11298,Ananth Nagar,4,600.0,3,2,62.0,10333.333333333334,17
11299,Hormavu,2,1210.0,2,3,69.0,5702.479338842975,103
11300,Whitefield,3,1660.0,3,1,110.0,6626.506024096386,234
11301,Malleshwaram,2,1410.0,2,3,125.0,8865.248226950354,164
11302,Electronics City Phase 1,2,1305.0,2,1,67.0,5134.099616858238,79
11303,others,6,1800.0,6,2,101.0,5611.111111111111,240
11304,Bannerghatta Road,2,1206.0,2,3,53.0,4394.69320066335,37
11305,Kambipura,2,883.0,2,1,49.0,5549.263873159683,127
11306,Bannerghatta Road,2,1150.0,2,2,55.0,4782.608695652174,37
11307,others,2,1100.0,2,0,65.0,5909.090909090909,240
11308,Banashankari Stage II,2,1245.0,2,1,125.0,10040.160642570281,30
11309,Cooke Town,3,1850.0,3,3,110.0,5945.945945945946,64
11310,Hoodi,4,3385.0,4,1,220.0,6499.261447562777,100
11311,Sompura,4,2150.0,3,2,85.0,3953.4883720930234,212
11312,Hebbal,3,3895.0,3,1,390.0,10012.836970474968,95
11313,others,2,1035.0,2,2,55.0,5314.009661835748,240
11314,others,3,1200.0,3,3,75.0,6250.0,240
11315,Hennur Road,2,1155.0,2,1,69.18,5989.6103896103905,99
11316,Electronics City Phase 1,1,755.0,1,0,30.12,3989.4039735099336,79
11317,Ramamurthy Nagar,2,960.0,2,2,35.0,3645.8333333333335,197
11318,others,1,450.0,1,1,20.0,4444.444444444444,240
11319,Raja Rajeshwari Nagar,3,1571.0,3,3,53.12,3381.285805219605,193
11320,Sarjapur  Road,3,1691.0,3,2,119.0,7037.25606150207,203
11321,Kanakapura,3,1489.0,2,1,70.0,4701.141705842848,130
11322,Kengeri Satellite Town,2,800.0,2,1,32.0,4000.0,140
11323,Jalahalli,3,980.0,2,2,60.0,6122.448979591837,115
11324,Bannerghatta Road,2,1215.0,2,1,65.0,5349.794238683127,37
11325,Electronic City Phase II,2,911.0,2,1,26.5,2908.8913282107574,78
11326,Bellandur,3,1535.0,3,0,90.0,5863.192182410424,43
11327,R.T. Nagar,3,1500.0,2,1,70.0,4666.666666666667,191
11328,Brookefield,2,1588.0,2,3,58.0,3652.3929471032748,54
11329,Horamavu Banaswadi,4,675.0,4,2,68.0,10074.074074074075,102
11330,Kannamangala,2,957.0,2,2,56.0,5851.619644723093,132
11331,Electronic City Phase II,2,1200.0,2,1,34.65,2887.5,78
11332,others,3,1495.0,2,2,52.33,3500.334448160535,240
11333,Bisuvanahalli,2,845.0,2,0,34.0,4023.6686390532545,49
11334,Sarjapur  Road,3,2206.0,4,1,180.0,8159.564823209429,203
11335,Kasavanhalli,2,1181.0,2,1,61.0,5165.114309906859,134
11336,Sarjapur  Road,2,1309.0,2,3,69.5,5309.396485867074,203
11337,Horamavu Agara,3,1400.0,3,3,63.0,4500.0,101
11338,Kanakpura Road,3,1622.0,3,0,95.0,5856.966707768187,131
11339,CV Raman Nagar,2,1225.0,2,2,48.0,3918.3673469387754,56
11340,others,3,1719.0,3,3,95.0,5526.468877254218,240
11341,Abbigere,2,995.0,2,1,40.8,4100.5025125628135,11
11342,Mahadevpura,2,1120.0,2,2,53.0,4732.142857142857,160
11343,Bellandur,2,1047.0,2,1,75.0,7163.323782234957,43
11344,Devanahalli,3,1466.0,3,3,59.96,4090.0409276944065,68
11345,Sarjapur  Road,3,1691.0,3,2,100.0,5913.660555884092,203
11346,Chandapura,2,876.0,2,2,28.47,3250.0,58
11347,CV Raman Nagar,3,1659.0,3,1,135.0,8137.4321880651,56
11348,Whitefield,2,1270.0,2,1,105.0,8267.71653543307,234
11349,8th Phase JP Nagar,3,1269.0,2,3,50.75,3999.211977935382,8
11350,Kammanahalli,2,1200.0,3,2,80.0,6666.666666666667,128
11351,Budigere,2,1153.0,2,2,56.5,4900.260190806592,55
11352,Whitefield,2,1315.0,2,2,69.5,5285.171102661597,234
11353,Hebbal Kempapura,4,2485.0,4,2,198.0,7967.806841046277,96
11354,Tumkur Road,3,1354.0,3,1,85.86,6341.211225997045,223
11355,Whitefield,4,1344.0,3,1,130.0,9672.619047619048,234
11356,Yelahanka,2,1180.0,2,1,55.0,4661.016949152542,236
11357,Jalahalli,2,1313.0,2,2,68.0,5178.979436405179,115
11358,Nehru Nagar,2,1100.0,2,2,50.0,4545.454545454545,180
11359,Vishwapriya Layout,2,890.0,2,3,37.0,4157.303370786517,232
11360,Whitefield,2,1173.0,2,1,78.2,6666.666666666667,234
11361,others,2,1190.0,2,1,55.0,4621.848739495798,240
11362,Green Glen Layout,2,1250.0,2,0,75.0,6000.0,86
11363,Hoodi,3,1644.0,3,3,80.51,4897.20194647202,100
11364,Yelahanka New Town,3,1740.0,3,2,150.0,8620.689655172413,237
11365,Jakkur,3,1710.0,3,2,110.0,6432.748538011696,114
11366,Hebbal,3,1662.0,3,2,155.0,9326.113116726836,95
11367,others,2,1162.0,2,1,48.0,4130.808950086059,240
11368,Whitefield,2,1362.0,2,3,85.0,6240.822320117474,234
11369,others,1,540.0,1,1,22.5,4166.666666666667,240
11370,Thanisandra,3,1533.0,3,0,75.885,4950.097847358122,218
11371,others,5,900.0,4,1,62.0,6888.888888888889,240
11372,Sarjapur  Road,4,1250.0,4,0,135.0,10800.0,203
11373,Begur Road,3,1410.0,2,3,54.99,3900.0,42
11374,Chikka Tirupathi,4,2665.0,5,3,125.0,4690.431519699812,60
11375,others,2,970.0,2,0,45.0,4639.1752577319585,240
11376,others,6,1799.0,6,3,101.0,5614.230127848805,240
11377,Haralur Road,3,1810.0,3,2,97.83,5404.972375690608,93
11378,others,2,1084.0,2,1,51.0,4704.79704797048,240
11379,others,3,1500.0,3,2,85.0,5666.666666666667,240
11380,Uttarahalli,3,1328.0,2,1,56.0,4216.8674698795185,225
11381,Marathahalli,3,1485.0,2,2,90.0,6060.606060606061,165
11382,Pai Layout,3,1500.0,2,2,58.0,3866.6666666666665,185
11383,R.T. Nagar,2,1100.0,2,2,85.0,7727.272727272727,191
11384,others,3,1360.0,2,2,73.0,5367.64705882353,240
11385,1st Phase JP Nagar,2,900.0,2,1,75.0,8333.333333333334,1
11386,Electronic City Phase II,2,1031.0,2,1,54.48,5284.190106692531,78
11387,Whitefield,2,955.0,2,0,38.19,3998.952879581152,234
11388,Uttarahalli,2,1040.0,2,2,36.4,3500.0,225
11389,Kothannur,3,1404.0,2,1,56.15,3999.287749287749,149
11390,Haralur Road,2,1200.0,2,2,46.0,3833.3333333333335,93
11391,Yelahanka,2,1267.0,3,1,78.0,6156.274664561957,236
11392,Bannerghatta Road,3,1510.0,2,3,110.0,7284.76821192053,37
11393,Kanakpura Road,2,900.0,2,1,42.0,4666.666666666667,131
11394,Whitefield,3,1457.0,2,2,105.0,7206.588881262869,234
11395,Iblur Village,4,3596.0,4,2,268.0,7452.725250278087,111
11396,8th Phase JP Nagar,3,1408.0,3,2,80.0,5681.818181818182,8
11397,Dodda Nekkundi,2,1005.0,2,2,45.0,4477.611940298508,70
11398,others,6,30400.0,4,2,1824.0,6000.0,240
11399,Electronic City Phase II,2,545.0,1,1,28.0,5137.614678899083,78
11400,others,2,1182.0,2,1,64.0,5414.551607445009,240
11401,Talaghattapura,3,2038.5,3,0,122.0,5984.792739759627,217
11402,Sarjapur  Road,2,1367.0,2,0,80.0,5852.231163130944,203
11403,Sarjapur  Road,3,1565.0,3,2,78.0,4984.025559105431,203
11404,Whitefield,3,1720.0,3,2,128.0,7441.860465116279,234
11405,Doddathoguru,2,1107.0,2,3,44.0,3974.706413730804,73
11406,Yelahanka,2,1360.0,2,1,78.19,5749.264705882353,236
11407,Anekal,2,625.0,1,1,25.0,4000.0,18
11408,Jalahalli,2,1701.0,2,2,145.0,8524.397413286302,115
11409,others,3,1350.0,1,0,120.0,8888.888888888889,240
11410,Hosa Road,2,1016.0,2,1,39.95,3932.086614173229,104
11411,others,3,1500.0,3,1,90.0,6000.0,240
11412,Akshaya Nagar,2,900.0,2,1,45.0,5000.0,12
11413,Sanjay nagar,3,1500.0,3,1,150.0,10000.0,200
11414,Kereguddadahalli,3,1280.0,3,1,42.0,3281.25,141
11415,Electronic City,3,1500.0,2,1,70.0,4666.666666666667,77
11416,Electronic City,3,1500.0,2,1,64.5,4300.0,77
11417,Gottigere,2,1245.0,2,2,59.0,4738.955823293173,85
11418,Yelahanka,2,1025.0,2,1,44.0,4292.682926829269,236
11419,others,3,1945.0,3,2,135.0,6940.874035989717,240
11420,Hegde Nagar,3,1348.0,2,2,80.5,5971.810089020772,97
11421,Tindlu,2,1100.0,2,2,55.0,5000.0,222
11422,Kammasandra,3,1616.0,3,3,40.0,2475.2475247524753,129
11423,Yeshwanthpur,3,1855.0,3,3,135.0,7277.628032345014,239
11424,Hennur,2,1255.0,2,2,56.5,4501.99203187251,98
11425,5th Phase JP Nagar,4,2400.0,4,1,228.0,9500.0,5
11426,Kothanur,2,1195.0,2,2,59.0,4937.238493723849,150
11427,Bannerghatta Road,2,1022.0,2,1,35.0,3424.6575342465753,37
11428,Dodda Nekkundi,2,1264.0,2,0,52.0,4113.9240506329115,70
11429,Chamrajpet,3,1650.0,3,2,115.0,6969.69696969697,57
11430,Abbigere,2,1020.0,2,1,40.8,3999.9999999999995,11
11431,Sarjapur  Road,4,4395.0,4,2,242.0,5506.257110352673,203
11432,Bommasandra,2,950.0,2,1,25.0,2631.5789473684213,51
11433,others,4,2710.0,5,3,142.0,5239.852398523985,240
11434,Hennur Road,3,1936.0,3,1,131.0,6766.528925619835,99
11435,others,2,1075.0,2,2,58.0,5395.3488372093025,240
11436,Hosur Road,2,1223.0,2,1,93.0,7604.251839738348,107
11437,Whitefield,3,1500.0,3,1,61.9,4126.666666666667,234
11438,Hennur,2,1050.0,2,2,42.73,4069.5238095238096,98
11439,7th Phase JP Nagar,3,2100.0,3,2,190.0,9047.619047619048,7
11440,Uttarahalli,3,1650.0,2,1,130.0,7878.787878787879,225
11441,Whitefield,2,1495.0,2,1,78.0,5217.391304347826,234
11442,JP Nagar,3,1500.0,2,3,82.0,5466.666666666667,113
11443,Whitefield,2,1270.0,2,2,52.0,4094.488188976378,234
11444,Kumaraswami Layout,2,1081.0,2,3,60.0,5550.416281221092,153
11445,Koramangala,3,1600.0,2,0,140.0,8750.0,148
11446,Kanakpura Road,3,1596.0,3,1,118.0,7393.483709273183,131
11447,others,6,600.0,6,2,65.0,10833.333333333334,240
11448,Horamavu Agara,3,1557.0,3,1,70.0,4495.82530507386,101
11449,others,3,1410.0,3,3,68.0,4822.695035460993,240
11450,Sarjapur  Road,3,1984.0,4,1,148.0,7459.677419354839,203
11451,Kadugodi,2,1196.0,2,3,60.0,5016.722408026756,121
11452,Thanisandra,4,2259.0,3,2,112.0,4957.9459938025675,218
11453,Kenchenahalli,3,1720.0,3,0,100.0,5813.953488372093,138
11454,others,2,1256.0,2,1,62.8,5000.0,240
11455,Haralur Road,2,1243.0,2,2,46.0,3700.7240547063557,93
11456,Electronic City Phase II,3,1310.0,2,1,37.83,2887.7862595419847,78
11457,7th Phase JP Nagar,2,1140.0,2,1,57.0,5000.0,7
11458,Kothanur,3,1790.0,3,2,120.0,6703.91061452514,150
11459,Harlur,2,1335.0,2,0,72.76,5450.187265917603,94
11460,Nehru Nagar,3,1674.0,3,0,81.0,4838.709677419355,180
11461,CV Raman Nagar,5,1200.0,2,1,100.0,8333.333333333334,56
11462,others,3,1786.0,3,2,79.99,4478.723404255318,240
11463,Vidyaranyapura,4,770.0,3,2,65.25,8474.025974025973,229
11464,Sarjapur  Road,2,1035.0,2,1,47.0,4541.062801932367,203
11465,Whitefield,3,1564.0,3,1,103.0,6585.677749360614,234
11466,Margondanahalli,2,1334.0,2,1,67.76,5079.460269865068,166
11467,Bommasandra,3,1365.0,3,1,53.96,3953.1135531135533,51
11468,Choodasandra,2,1115.0,2,1,50.0,4484.304932735426,63
11469,Jalahalli East,2,1020.0,2,1,42.48,4164.705882352941,116
11470,others,3,1369.0,2,3,72.0,5259.313367421476,240
11471,Whitefield,2,1240.0,2,2,41.0,3306.451612903226,234
11472,others,2,1418.0,2,1,62.0,4372.3554301833565,240
11473,Hebbal,3,2250.0,3,0,219.0,9733.333333333334,95
11474,Shivaji Nagar,2,500.0,1,1,20.0,4000.0,209
11475,KR Puram,2,1020.0,2,2,39.0,3823.529411764706,119
11476,Yelahanka New Town,2,1290.0,2,2,70.0,5426.356589147287,237
11477,Attibele,3,1500.0,3,2,90.0,6000.0,22
11478,Billekahalli,3,1290.0,3,3,62.0,4806.201550387597,47
11479,Jalahalli,3,1881.0,3,2,115.0,6113.769271664009,115
11480,Jigani,2,943.0,2,2,49.5,5249.204665959703,117
11481,Electronic City,2,1140.0,2,1,32.93,2888.59649122807,77
11482,others,2,1035.0,2,2,60.0,5797.101449275362,240
11483,Whitefield,3,1500.0,3,1,71.0,4733.333333333333,234
11484,others,2,1232.0,2,1,94.28,7652.597402597403,240
11485,Uttarahalli,3,1290.0,2,2,56.12,4350.387596899225,225
11486,Anandapura,3,1576.0,3,2,58.7,3724.6192893401017,16
11487,others,2,980.0,2,1,41.0,4183.673469387755,240
11488,Sarjapur  Road,2,1346.0,2,1,74.03,5500.0,203
11489,Hoodi,2,1181.0,2,2,55.0,4657.070279424217,100
11490,others,2,1307.0,2,2,59.0,4514.154552410099,240
11491,others,3,1215.0,2,2,49.86,4103.7037037037035,240
11492,Sanjay nagar,2,1180.0,2,3,80.0,6779.661016949152,200
11493,Amruthahalli,1,600.0,1,1,55.0,9166.666666666666,15
11494,Sarjapur  Road,2,1115.0,2,2,50.0,4484.304932735426,203
11495,others,2,1025.0,2,2,43.04,4199.024390243902,240
11496,Ramagondanahalli,3,1910.0,3,2,131.0,6858.638743455497,196
11497,Gottigere,2,1200.0,2,2,50.0,4166.666666666667,85
11498,Hebbal,2,1349.0,2,1,98.0,7264.6404744255005,95
11499,Electronics City Phase 1,2,1175.0,2,1,60.0,5106.382978723404,79
11500,2nd Phase Judicial Layout,2,1150.0,2,1,40.25,3500.0,2
11501,Old Madras Road,2,935.0,2,1,32.72,3499.4652406417113,183
11502,Whitefield,3,1404.0,2,2,59.0,4202.279202279202,234
11503,others,4,2700.0,3,2,230.0,8518.518518518518,240
11504,HSR Layout,2,1203.0,2,2,60.0,4987.5311720698255,92
11505,Nagavara,3,440.0,3,1,35.0,7954.545454545455,176
11506,Somasundara Palya,3,1571.0,3,3,63.0,4010.1845957988544,211
11507,others,2,1125.0,2,2,46.0,4088.8888888888887,240
